"","...1","post_id","post_created","post_text","user_id","followers","friends","favourites","statuses","retweets","label"
"12051",12050,809333291375542272,"Thu Dec 15 09:44:28 +0000 2016","hey asshole you up yet",18831261,884,2389,8466,57269,0,0
"12052",12051,809227288411852800,"Thu Dec 15 02:43:14 +0000 2016","so what its only pm im sleepy so im going to sleep for at least a couple of hours or more",18831261,884,2389,8466,57269,0,0
"12053",12052,809140871056752640,"Wed Dec 14 20:59:51 +0000 2016","you sir are an ass",18831261,884,2389,8466,57269,0,0
"12054",12053,808977080704704512,"Wed Dec 14 10:09:00 +0000 2016","i woke up in the middle of the night and decided to drink my smirnoff ice screwdriver",18831261,884,2389,8466,57269,0,0
"12055",12054,808908210816094208,"Wed Dec 14 05:35:20 +0000 2016","things donald trump promised hed do but hasnt the washington post",18831261,884,2389,8466,57269,58,0
"12056",12055,808893504629964800,"Wed Dec 14 04:36:54 +0000 2016","youre gorgeous always have been",18831261,884,2389,8466,57269,0,0
"12057",12056,808884283788103680,"Wed Dec 14 04:00:16 +0000 2016","i dont take anything says at face value because hes so full of shit lyingdonaldtrump",18831261,884,2389,8466,57269,0,0
"12058",12057,808871106996293632,"Wed Dec 14 03:07:54 +0000 2016","this describes you perfectly",18831261,884,2389,8466,57269,0,0
"12059",12058,808862534681952256,"Wed Dec 14 02:33:50 +0000 2016","alan thicke dies at",18831261,884,2389,8466,57269,0,0
"12060",12059,808768528367157248,"Tue Dec 13 20:20:18 +0000 2016","for minutes",18831261,884,2389,8466,57269,0,0
"12061",12060,819457199995027456,"Thu Jan 12 08:13:15 +0000 2017","hugs youre brilliant and i have faith in you sending good vibes your way deep breaths and keep calm like jem",171999132,252,2119,704,1428,0,0
"12062",12061,819451543036407808,"Thu Jan 12 07:50:47 +0000 2017","it may not be your time but that dont mean give up if u give up your blessing may be right round the corner u may mis",171999132,252,2119,704,1428,1198,0
"12063",12062,819451143084355584,"Thu Jan 12 07:49:11 +0000 2017","o lord my god i called to you for help and you healed me psalm",171999132,252,2119,704,1428,461,0
"12064",12063,819450990575243264,"Thu Jan 12 07:48:35 +0000 2017","i cant either the muses wont be quiet hope you get some sleep soon",171999132,252,2119,704,1428,0,0
"12065",12064,819450008571252736,"Thu Jan 12 07:44:41 +0000 2017","love is cure love is power love is the magic of changes love is the mirror of divine beauty",171999132,252,2119,704,1428,90,0
"12066",12065,819436318866321408,"Thu Jan 12 06:50:17 +0000 2017","just realized im running a on friday the and theres a full moon on that date oh boy",171999132,252,2119,704,1428,0,0
"12067",12066,819435337638256640,"Thu Jan 12 06:46:23 +0000 2017","the problem with depression anxiety is they always kick you when youre down",171999132,252,2119,704,1428,14,0
"12068",12067,819434965498609664,"Thu Jan 12 06:44:54 +0000 2017","you are not your past if youre in crisis reach out to us for suppoat aby",171999132,252,2119,704,1428,54,0
"12069",12068,819434249258344448,"Thu Jan 12 06:42:04 +0000 2017","are you okay whats going on",171999132,252,2119,704,1428,0,0
"12070",12069,819387671592189952,"Thu Jan 12 03:36:59 +0000 2017","just completed a mi run warm up run for my upcoming",171999132,252,2119,704,1428,0,0
"12071",12070,819315668159823872,"Wed Jan 11 22:50:52 +0000 2017","aww thank you ive been wanting to do baby pegasus so ill show you when hes done",171999132,252,2119,704,1428,0,0
"12072",12071,819275884779618304,"Wed Jan 11 20:12:46 +0000 2017","well hes not baby pegasusbut heres pegasus baby pegasus coming soon",171999132,252,2119,704,1428,1,0
"12073",12072,819080953775562752,"Wed Jan 11 07:18:11 +0000 2017","are you putting your dreams on hold ask yourself if not now then when",171999132,252,2119,704,1428,4,0
"12074",12073,819080661457772544,"Wed Jan 11 07:17:02 +0000 2017","jem a whisper there are only four points of brightnessin the whole world which burn fiercely enough for me to feel as",171999132,252,2119,704,1428,942,0
"12075",12074,819080606583689216,"Wed Jan 11 07:16:49 +0000 2017","thumbs up",171999132,252,2119,704,1428,175,0
"12076",12075,819079273994518528,"Wed Jan 11 07:11:31 +0000 2017","larain rain coming down in studiocity",171999132,252,2119,704,1428,7,0
"12077",12076,819079218361290752,"Wed Jan 11 07:11:18 +0000 2017","take a chance cause you can and you will see all the possibilities if you try you will find disney fairies",171999132,252,2119,704,1428,179,0
"12078",12077,819079099251453952,"Wed Jan 11 07:10:49 +0000 2017","im cold cant we have warm rain with warm temps socal is supposed to be warm",171999132,252,2119,704,1428,0,0
"12079",12078,819078842312638464,"Wed Jan 11 07:09:48 +0000 2017","when you bug your friends all night to go watch videos so they can enjoy the awesomeness",171999132,252,2119,704,1428,1,0
"12080",12079,819062326305308672,"Wed Jan 11 06:04:10 +0000 2017","i know we need the rain but can it please go away before friday i dont want to run a in cosplay in the rain if i can help it",171999132,252,2119,704,1428,0,0
"12081",12080,819061496072138752,"Wed Jan 11 06:00:52 +0000 2017","i love descendants and this was very cute and awesome great job",171999132,252,2119,704,1428,0,0
"12082",12081,819057787565051904,"Wed Jan 11 05:46:08 +0000 2017","youre doing an awesome job if youre struggling were here to suppoyou at aby",171999132,252,2119,704,1428,145,0
"12083",12082,818916572970369024,"Tue Jan 10 20:25:00 +0000 2017","sending love hugs positive energy good vibes your way we love you wishing you the best",171999132,252,2119,704,1428,0,0
"12084",12083,818706694133792768,"Tue Jan 10 06:31:01 +0000 2017","sentinels of a northern sky",171999132,252,2119,704,1428,113,0
"12085",12084,818706680766545920,"Tue Jan 10 06:30:58 +0000 2017","years ago today star tours debuted at disneyland what are your favorite star tours destinations inagalaxyfarfar",171999132,252,2119,704,1428,416,0
"12086",12085,818706340218445824,"Tue Jan 10 06:29:36 +0000 2017","im really good at being sad at least im good at something eeyore",171999132,252,2119,704,1428,239,0
"12087",12086,818690628494053376,"Tue Jan 10 05:27:11 +0000 2017","when you get depressed and randomly babble to famous peoplethey must think im nuts sorry time to go write some poetry",171999132,252,2119,704,1428,0,0
"12088",12087,818675260153176064,"Tue Jan 10 04:26:06 +0000 2017","that makes sense ill try to keep that in mind",171999132,252,2119,704,1428,0,0
"12089",12088,818675116431134720,"Tue Jan 10 04:25:32 +0000 2017","okay ill see what i can work out",171999132,252,2119,704,1428,0,0
"12090",12089,818666199101755392,"Tue Jan 10 03:50:06 +0000 2017","so far is becoming the roller coaster that was",171999132,252,2119,704,1428,0,0
"12091",12090,818665970164039680,"Tue Jan 10 03:49:12 +0000 2017","how do you always stay so positive what gets you through when things arent going well",171999132,252,2119,704,1428,0,0
"12092",12091,818665681981800448,"Tue Jan 10 03:48:03 +0000 2017","are you there all day both days its a drive so want to check before trekking out there",171999132,252,2119,704,1428,0,0
"12093",12092,818162705592762368,"Sun Jan 08 18:29:24 +0000 2017","omg seriously hes one of my favorites too i love pegasus especially baby pegasus",171999132,252,2119,704,1428,0,0
"12094",12093,817995746146295808,"Sun Jan 08 07:25:58 +0000 2017","who is your favorite disney character theres a point to my asking i promise",171999132,252,2119,704,1428,0,0
"12095",12094,817995346768838656,"Sun Jan 08 07:24:22 +0000 2017","i think you look like a model too",171999132,252,2119,704,1428,0,0
"12096",12095,817626433681952768,"Sat Jan 07 06:58:27 +0000 2017","i still have fan mail extra late xmas present for you but i havent sent it yetwho is your favorite disney character",171999132,252,2119,704,1428,0,0
"12097",12096,817286280023187456,"Fri Jan 06 08:26:48 +0000 2017","ive loved these songs secretly for too long the unreal has finally released them to the world",171999132,252,2119,704,1428,269,0
"12098",12097,817284529052258304,"Fri Jan 06 08:19:50 +0000 2017","youre welcome you deserve it",171999132,252,2119,704,1428,0,0
"12099",12098,817284331370475520,"Fri Jan 06 08:19:03 +0000 2017","thank the lawd",171999132,252,2119,704,1428,211,0
"12100",12099,817278812631109632,"Fri Jan 06 07:57:07 +0000 2017","this is awesome congrats",171999132,252,2119,704,1428,2,0
"12101",12100,816845330532552704,"Thu Jan 05 03:14:37 +0000 2017","still really sick today so watching movies and videos to help me feel better reading a bit as i can too",171999132,252,2119,704,1428,1,0
"12102",12101,816843794800779264,"Thu Jan 05 03:08:31 +0000 2017","cassandra clare shares new lord of shadows snippet in which the clave creates a registry",171999132,252,2119,704,1428,58,0
"12103",12102,816730523477286912,"Wed Jan 04 19:38:25 +0000 2017","your world of the shadowhunters brings me comfoim sick right now too",171999132,252,2119,704,1428,0,0
"12104",12103,816724154850234368,"Wed Jan 04 19:13:07 +0000 2017","hey world in case some of your parts have you feeling ugly i wanted to just say youre beautiful like astoundingly thank y",171999132,252,2119,704,1428,7,0
"12105",12104,816723980727947264,"Wed Jan 04 19:12:25 +0000 2017","when someone you love becomes a memory that memory becomes a treasure trying to move forward failing badly kenn",171999132,252,2119,704,1428,13895,0
"12106",12105,816723847172849664,"Wed Jan 04 19:11:53 +0000 2017","weve reached views",171999132,252,2119,704,1428,6,0
"12107",12106,816723714679050240,"Wed Jan 04 19:11:22 +0000 2017","congrats thats so awesome",171999132,252,2119,704,1428,1,0
"12108",12107,816564514938187776,"Wed Jan 04 08:38:46 +0000 2017","ate a healthy dinner tonight but still battling this nausea issue so frustrating not well tonight so curling up w",171999132,252,2119,704,1428,0,0
"12109",12108,816515655922946048,"Wed Jan 04 05:24:37 +0000 2017","cool i know for sure im down there thursday and friday so ill have to see after that",171999132,252,2119,704,1428,0,0
"12110",12109,816473327044694016,"Wed Jan 04 02:36:25 +0000 2017","im going to be in the disney parks next week for the star wars run are you going to be at the clubhouse next week at all",171999132,252,2119,704,1428,0,0
"12111",12110,816155390442283008,"Tue Jan 03 05:33:03 +0000 2017","aww hugs hang in there and were all here for you",171999132,252,2119,704,1428,2,0
"12112",12111,816029920006705152,"Mon Jan 02 21:14:28 +0000 2017","just completed a mi run first run of not too bad",171999132,252,2119,704,1428,0,0
"12113",12112,815792549273047040,"Mon Jan 02 05:31:15 +0000 2017","stayour year off with some narrative positivity via",171999132,252,2119,704,1428,879,0
"12114",12113,815792462941696000,"Mon Jan 02 05:30:54 +0000 2017","will be differentbecause we say so read resolution",171999132,252,2119,704,1428,50,0
"12115",12114,815792281181532160,"Mon Jan 02 05:30:11 +0000 2017","i joined this challenge",171999132,252,2119,704,1428,0,0
"12116",12115,815792129616146432,"Mon Jan 02 05:29:35 +0000 2017","when my pass isnt blacked out ill hopefully be able to come see you",171999132,252,2119,704,1428,0,0
"12117",12116,815463951467020288,"Sun Jan 01 07:45:31 +0000 2017","happy new year everyone heres to an even better",171999132,252,2119,704,1428,14,0
"12118",12117,815463786098278400,"Sun Jan 01 07:44:51 +0000 2017","shadowhunters season premiere spoilerfree review a new feeling ofpossibility",171999132,252,2119,704,1428,124,0
"12119",12118,815443414099468288,"Sun Jan 01 06:23:54 +0000 2017","wishing you a very happy new year thank you for brightening for me",171999132,252,2119,704,1428,0,0
"12120",12119,815406133061922816,"Sun Jan 01 03:55:46 +0000 2017","i have completed my challenge of books",171999132,252,2119,704,1428,0,0
"12121",12120,815122295307931648,"Sat Dec 31 09:07:54 +0000 2016","definitely hp fantasy ya are my faves vampire academy shadowhunters valdemar series vampire chronicles are amazing",171999132,252,2119,704,1428,0,0
"12122",12121,815119610080919552,"Sat Dec 31 08:57:13 +0000 2016","movie i feel the same im obsessed bway phantom is one of my alltime faves dland good choicesbooks i read much",171999132,252,2119,704,1428,0,0
"12123",12122,815118405501976576,"Sat Dec 31 08:52:26 +0000 2016","i was at a conceso im a bit late with this what is your fave disney movie broadway show disneyland ride and book",171999132,252,2119,704,1428,0,0
"12124",12123,815115688037650432,"Sat Dec 31 08:41:38 +0000 2016","you were amazing tonight in hollywood such an incredible night chasershots",171999132,252,2119,704,1428,0,0
"12125",12124,815114738631733248,"Sat Dec 31 08:37:52 +0000 2016","thank you losangeles you were incredible la academyawards oscars straightnochaser illhaveanothertour ht",171999132,252,2119,704,1428,4,0
"12126",12125,814871954490433536,"Fri Dec 30 16:33:08 +0000 2016","i know right its so frustrating",171999132,252,2119,704,1428,0,0
"12127",12126,814856427655155712,"Fri Dec 30 15:31:26 +0000 2016","that was such an amazing weekend and experience",171999132,252,2119,704,1428,1,0
"12128",12127,814737047931863040,"Fri Dec 30 07:37:03 +0000 2016","if you cant wait to watch the shadowhunters winter premiere monday january at on",171999132,252,2119,704,1428,1489,0
"12129",12128,814736890125389824,"Fri Dec 30 07:36:26 +0000 2016","comet to near earth on new years eve will be visible in sky",171999132,252,2119,704,1428,172,0
"12130",12129,814736820344786944,"Fri Dec 30 07:36:09 +0000 2016","wait its raining again this weather makes me want to curl up all day with a book",171999132,252,2119,704,1428,0,0
"12131",12130,814736538885967872,"Fri Dec 30 07:35:02 +0000 2016","is the kind of guy you wish you were friends with hes that amazing and kind maybe one day",171999132,252,2119,704,1428,5,0
"12132",12131,814735261317771264,"Fri Dec 30 07:29:58 +0000 2016","faithis the aof holding on to things your reason has once accepted in spite of your changing moodscslewis me",171999132,252,2119,704,1428,1757,0
"12133",12132,814732415528738816,"Fri Dec 30 07:18:39 +0000 2016","common gym thought man everyone here is really well dressed athletically and im in pe shorts and a novelty tshirt",171999132,252,2119,704,1428,21,0
"12134",12133,814731668925730816,"Fri Dec 30 07:15:41 +0000 2016","oh i know this all too well theyre either screaming or quiet shakes head muses",171999132,252,2119,704,1428,0,0
"12135",12134,814730890483933184,"Fri Dec 30 07:12:35 +0000 2016","dont count the days make the days count muhammad ali",171999132,252,2119,704,1428,420,0
"12136",12135,814728214404706304,"Fri Dec 30 07:01:57 +0000 2016","villainmemories my best memory is getting to meet chris at leakycon such an amaz",171999132,252,2119,704,1428,2,0
"12137",12136,814727348201267200,"Fri Dec 30 06:58:31 +0000 2016","my bunny snores when she sleeps its so cute",171999132,252,2119,704,1428,0,0
"12138",12137,814702725879300096,"Fri Dec 30 05:20:40 +0000 2016","thank you so much",171999132,252,2119,704,1428,0,0
"12139",12138,814547686372220928,"Thu Dec 29 19:04:36 +0000 2016","hugs thank you things have been rough so i needed that youre so sweet it means a lot",171999132,252,2119,704,1428,0,0
"12140",12139,814547420910526464,"Thu Dec 29 19:03:33 +0000 2016","i stumbled upon this but its something i really needed today thank you for posting this",171999132,252,2119,704,1428,0,0
"12141",12140,814547316778508288,"Thu Dec 29 19:03:08 +0000 2016","remember ur never alone ur always loved",171999132,252,2119,704,1428,3,0
"12142",12141,814330975299588096,"Thu Dec 29 04:43:28 +0000 2016","im hanging in there its been a roller coaster glad youre well happy almost",171999132,252,2119,704,1428,0,0
"12143",12142,814330598856634368,"Thu Dec 29 04:41:58 +0000 2016","debbie reynolds april december fisher october december they rest in p",171999132,252,2119,704,1428,718,0
"12144",12143,814330571241312256,"Thu Dec 29 04:41:52 +0000 2016","i cant even imagine the pain billie must feeling rn i hope she finds comfowith her loved ones i hope she can get throu",171999132,252,2119,704,1428,658,0
"12145",12144,814330387396579328,"Thu Dec 29 04:41:08 +0000 2016","thank you for inspiring us and for everything you gave angels together now carriefisher debbiereynolds https",171999132,252,2119,704,1428,56,0
"12146",12145,814330154474295296,"Thu Dec 29 04:40:13 +0000 2016","rip debbie reynolds she inspired so many including myself well always miss her and never forget",171999132,252,2119,704,1428,41,0
"12147",12146,814330112233455616,"Thu Dec 29 04:40:02 +0000 2016","i miss her so much i want to be with carrie debbie reynolds told todd fisher carries brother earlier this morning",171999132,252,2119,704,1428,5327,0
"12148",12147,814329965277691904,"Thu Dec 29 04:39:27 +0000 2016","days hours minutes secondsor so until help each other get through this thing we are in this togeth",171999132,252,2119,704,1428,700,0
"12149",12148,814329899649474560,"Thu Dec 29 04:39:12 +0000 2016","rip debbie reynolds your family is in all of our hearts during this terrible time",171999132,252,2119,704,1428,294,0
"12150",12149,814329743612866560,"Thu Dec 29 04:38:35 +0000 2016","an icon",171999132,252,2119,704,1428,52071,0
"12151",12150,814329629183864832,"Thu Dec 29 04:38:07 +0000 2016","be gentle to yourself youre doing your best and thats all you can ask from yourself",171999132,252,2119,704,1428,188,0
"12152",12151,814329566789369856,"Thu Dec 29 04:37:52 +0000 2016","ginny broke into the headmasters office to try and steal gryffindors sword and did so without the cloak or the map i",171999132,252,2119,704,1428,736,0
"12153",12152,814328792466341888,"Thu Dec 29 04:34:48 +0000 2016","just wanted to say hi and hope youre doing well",171999132,252,2119,704,1428,0,0
"12154",12153,814235839492296704,"Wed Dec 28 22:25:26 +0000 2016","i could really use a hug from or right now those guys give amazing hugs",171999132,252,2119,704,1428,0,0
"12155",12154,814003682161242112,"Wed Dec 28 07:02:55 +0000 2016","please dont like anyone tell you what your limits are if you want to dream big you go ahead and dream work hard and",171999132,252,2119,704,1428,1063,0
"12156",12155,814003328006766592,"Wed Dec 28 07:01:31 +0000 2016","trust me i feel the same",171999132,252,2119,704,1428,0,0
"12157",12156,813999253156548608,"Wed Dec 28 06:45:19 +0000 2016","george lucas on carrie fisher",171999132,252,2119,704,1428,892,0
"12158",12157,813998783679709184,"Wed Dec 28 06:43:28 +0000 2016","may all women be like carrie fisher in by not giving a fuck what others think creating brilliant work and calli",171999132,252,2119,704,1428,10831,0
"12159",12158,813998469455040512,"Wed Dec 28 06:42:13 +0000 2016","no words devastated",171999132,252,2119,704,1428,358510,0
"12160",12159,813998336818585600,"Wed Dec 28 06:41:41 +0000 2016","i am extremely sad to learn of carries passing she was wonderful to work with condolences to her friends family fan",171999132,252,2119,704,1428,5343,0
"12161",12160,813997280411860992,"Wed Dec 28 06:37:29 +0000 2016","im sitting here drinking coffee iced tea pumpkin spice liquor and theraflu to feel better something is wrong with this picture",171999132,252,2119,704,1428,0,0
"12162",12161,813993862532251648,"Wed Dec 28 06:23:54 +0000 2016","followed",171999132,252,2119,704,1428,1,0
"12163",12162,813993271387045888,"Wed Dec 28 06:21:33 +0000 2016","wishing you a very special holiday and a magical new year",171999132,252,2119,704,1428,8,0
"12164",12163,813993245319446528,"Wed Dec 28 06:21:27 +0000 2016","missing or missed out on leakycon dont forget to watch our full immersive story and keep the magic going",171999132,252,2119,704,1428,9,0
"12165",12164,813992887230689280,"Wed Dec 28 06:20:02 +0000 2016","hope you had a merry christmas",171999132,252,2119,704,1428,0,0
"12166",12165,813992657743585280,"Wed Dec 28 06:19:07 +0000 2016","i miss your teddy and i need some hufflepuff magic today",171999132,252,2119,704,1428,0,0
"12167",12166,813992473592614912,"Wed Dec 28 06:18:23 +0000 2016","teddy lupinschool hogwartshufflepuff credits headboy notable traits metamorphmagi",171999132,252,2119,704,1428,3,0
"12168",12167,813141864069074944,"Sun Dec 25 21:58:22 +0000 2016","just completed a mi run with check it out",171999132,252,2119,704,1428,0,0
"12169",12168,812061971767914496,"Thu Dec 22 22:27:16 +0000 2016","petition for there to be seven books about teddy lupin and his adventures at hogwarts as a badass bluehaired teenager",171999132,252,2119,704,1428,981,0
"12170",12169,811814842663202816,"Thu Dec 22 06:05:15 +0000 2016","trust me ive been there sometimes i want hide thank goodness for concealer youre gorgeous regardless so remember that",171999132,252,2119,704,1428,0,0
"12171",12170,811665445107339264,"Wed Dec 21 20:11:36 +0000 2016","these photos of alec lightwood smiling will give you life shadowhunters",171999132,252,2119,704,1428,344,0
"12172",12171,811663462619226112,"Wed Dec 21 20:03:44 +0000 2016","i finally caught a christmas pikachu on pokemon go and it made me think of you",171999132,252,2119,704,1428,0,0
"12173",12172,810691517467590656,"Mon Dec 19 03:41:34 +0000 2016","calling all shadowhunters fans watch these new sneak peeks of season right now",171999132,252,2119,704,1428,245,0
"12174",12173,810616977760784384,"Sun Dec 18 22:45:22 +0000 2016","we will be watching will you season shadowhunters",171999132,252,2119,704,1428,543,0
"12175",12174,810616518551580672,"Sun Dec 18 22:43:33 +0000 2016","have you always wanted a tour of magnus lair well we have your bts look at the warlocks apartment right here shad",171999132,252,2119,704,1428,537,0
"12176",12175,810615790101614592,"Sun Dec 18 22:40:39 +0000 2016","when youre only crushing on celebrities or fictional characters sigh",171999132,252,2119,704,1428,0,0
"12177",12176,810615533670252544,"Sun Dec 18 22:39:38 +0000 2016","people follow me just to get a follow back and then unfollow me dont get it theres more to life than followers",171999132,252,2119,704,1428,0,0
"12178",12177,810353597615476736,"Sun Dec 18 05:18:47 +0000 2016","a girl can dream",171999132,252,2119,704,1428,0,0
"12179",12178,810342820456189952,"Sun Dec 18 04:35:58 +0000 2016","after watching the video i wish i could hang out with at disneyland that would be epic",171999132,252,2119,704,1428,0,0
"12180",12179,810336411169603584,"Sun Dec 18 04:10:30 +0000 2016","get lit the official music video for lit chritma is now live on my youtube",171999132,252,2119,704,1428,5,0
"12181",12180,810336358774378496,"Sun Dec 18 04:10:17 +0000 2016","when youre depressed and sick so you watch videos to make you feel better",171999132,252,2119,704,1428,1,0
"12182",12181,819457195133825024,"Thu Jan 12 08:13:14 +0000 2017","what is it i need one worried that you are telling me the truth",145626605,126,621,22,2111,0,0
"12183",12182,819456985145966592,"Thu Jan 12 08:12:24 +0000 2017","how do you think jesus would vote",145626605,126,621,22,2111,0,0
"12184",12183,819456457569615872,"Thu Jan 12 08:10:18 +0000 2017","does anyone in your family have aca i thought not i dont know what well do look at the correct n",145626605,126,621,22,2111,0,0
"12185",12184,819455548378775552,"Thu Jan 12 08:06:42 +0000 2017","go ahead take insurance from citizens will be day youll remember those voting will re",145626605,126,621,22,2111,0,0
"12186",12185,819398109868523520,"Thu Jan 12 04:18:27 +0000 2017","mexico is the largest trading partner with usa no leverage trumpe",145626605,126,621,22,2111,0,0
"12187",12186,819396615710642176,"Thu Jan 12 04:12:31 +0000 2017","well see",145626605,126,621,22,2111,0,0
"12188",12187,819395985805811712,"Thu Jan 12 04:10:01 +0000 2017","of exxon oil drilling rights in russia usa sanctions stopped drilling no drilling s",145626605,126,621,22,2111,0,0
"12189",12188,819394742316310528,"Thu Jan 12 04:05:04 +0000 2017","it seems like a dream now cant believe this in the usa",145626605,126,621,22,2111,0,0
"12190",12189,819393580829724672,"Thu Jan 12 04:00:27 +0000 2017","of exxon drilling right in russia in us sanctions stopped drilling hasnt resumed possible los",145626605,126,621,22,2111,1,0
"12191",12190,819392218037362688,"Thu Jan 12 03:55:03 +0000 2017","who is performing at donald j trumps inauguration a shortlist",145626605,126,621,22,2111,0,0
"12192",12191,819391605228576768,"Thu Jan 12 03:52:36 +0000 2017","russia only has one aircraft carrier year old diesel requires a tug travel with it",145626605,126,621,22,2111,0,0
"12193",12192,819390431238746112,"Thu Jan 12 03:47:57 +0000 2017","of exxon oil drilling options in russia us us sanctions possible loss to exxon",145626605,126,621,22,2111,0,0
"12194",12193,819388872396304384,"Thu Jan 12 03:41:45 +0000 2017","have you retweeted",145626605,126,621,22,2111,0,0
"12195",12194,819387720615292928,"Thu Jan 12 03:37:10 +0000 2017","of exxon drilling options in russia in us sanctions in stopped drilling",145626605,126,621,22,2111,0,0
"12196",12195,819386707485356032,"Thu Jan 12 03:33:09 +0000 2017","of russia drilling options in russia in us no drilling since sanctions",145626605,126,621,22,2111,0,0
"12197",12196,819385513392095232,"Thu Jan 12 03:28:24 +0000 2017","russia oil drilling options in russia in us sanctions stopped drilling up to",145626605,126,621,22,2111,0,0
"12198",12197,819383514160386048,"Thu Jan 12 03:20:27 +0000 2017","of exxon drilling options in russia us sanctions since putins love for trump love ex",145626605,126,621,22,2111,0,0
"12199",12198,819381790578278400,"Thu Jan 12 03:13:36 +0000 2017","up to problem of exxon drilling property in russia us sanctions stopped drillin",145626605,126,621,22,2111,0,0
"12200",12199,819379394812801024,"Thu Jan 12 03:04:05 +0000 2017","please retweet please",145626605,126,621,22,2111,0,0
"12201",12200,819377993692905472,"Thu Jan 12 02:58:31 +0000 2017","exxon drilling option world wide in russia us sanctions stopped all drilling by exxon in russia in none si",145626605,126,621,22,2111,0,0
"12202",12201,819376649816965120,"Thu Jan 12 02:53:11 +0000 2017","if russia sanctions til are lifted exxon can stadrilling on of their world wide land options in us",145626605,126,621,22,2111,0,0
"12203",12202,819374850427027456,"Thu Jan 12 02:46:02 +0000 2017","the reasonreasonreasonreasonreasonreasonreason unless sanctions are lifted no exxon drilling to presen",145626605,126,621,22,2111,0,0
"12204",12203,819374087130742784,"Thu Jan 12 02:43:00 +0000 2017","exxon drilling rights in russia in us balance of in other countries trump loves russia us sanctions",145626605,126,621,22,2111,0,0
"12205",12204,819372577093251072,"Thu Jan 12 02:37:00 +0000 2017","percent of exxonmobil drilling world wide is in russia sanctions by usa against russia since has stoppe",145626605,126,621,22,2111,0,0
"12206",12205,819330388984295424,"Wed Jan 11 23:49:21 +0000 2017","wowwhat will he have to do for them as president he turned it down yeahright djt t",145626605,126,621,22,2111,0,0
"12207",12206,819328883929530368,"Wed Jan 11 23:43:22 +0000 2017","will this help your financial supporters how about the supporters of the okltok but save some for",145626605,126,621,22,2111,0,0
"12208",12207,819327899740372992,"Wed Jan 11 23:39:28 +0000 2017","ok here we go help your self leave some for the other cabinet members",145626605,126,621,22,2111,0,0
"12209",12208,819327346654281728,"Wed Jan 11 23:37:16 +0000 2017","cut from the same cloth",145626605,126,621,22,2111,0,0
"12210",12209,819325320033632256,"Wed Jan 11 23:29:13 +0000 2017","yeah but then hes stupidincompetent not his money",145626605,126,621,22,2111,0,0
"12211",12210,819324154486919168,"Wed Jan 11 23:24:35 +0000 2017","youll never play my ball",145626605,126,621,22,2111,0,0
"12212",12211,819323366071013376,"Wed Jan 11 23:21:27 +0000 2017","gretafox watched twice today uncanny same attitudepropaganda as on fox im gone no more",145626605,126,621,22,2111,0,0
"12213",12212,819317969167716352,"Wed Jan 11 23:00:00 +0000 2017","watched you twice today you brought the fox road show with you you can put a new york yellow cab in la it",145626605,126,621,22,2111,0,0
"12214",12213,819313980154007552,"Wed Jan 11 22:44:09 +0000 2017","the saintjudges everyone by high standard but he has no standard for bill hes really a grouper us",145626605,126,621,22,2111,0,0
"12215",12214,819312961059692544,"Wed Jan 11 22:40:06 +0000 2017","voice in the wilderness at fox see greta at msnbc brought her fox traveling show",145626605,126,621,22,2111,0,0
"12216",12215,819312206626045952,"Wed Jan 11 22:37:06 +0000 2017","mcconnells state kentucky has the highest poverty rate in the us uses more food stamps than any other state in us",145626605,126,621,22,2111,0,0
"12217",12216,819187743884529664,"Wed Jan 11 14:22:32 +0000 2017","your comments just now on hearings false as usualyou couldnt hold presidents obamas coat reasonlyin",145626605,126,621,22,2111,0,0
"12218",12217,819185798813773824,"Wed Jan 11 14:14:48 +0000 2017","andera you on mj saidwe know djt didnt see papers since kacpr",145626605,126,621,22,2111,0,0
"12219",12218,819183316356231168,"Wed Jan 11 14:04:56 +0000 2017","the personal attachment to on mj is sriking",145626605,126,621,22,2111,1,0
"12220",12219,819180810972626944,"Wed Jan 11 13:54:59 +0000 2017","hold on mika your reaction seems to show you may have personal skin in this game your panic comes acros",145626605,126,621,22,2111,0,0
"12221",12220,819179110295629824,"Wed Jan 11 13:48:14 +0000 2017","show me the moneylots of wall st winners in cabinet",145626605,126,621,22,2111,0,0
"12222",12221,819178631125725184,"Wed Jan 11 13:46:19 +0000 2017","mika keeps sayingno story",145626605,126,621,22,2111,0,0
"12223",12222,819177237308178432,"Wed Jan 11 13:40:47 +0000 2017","smells too high heaven mikaandreaother protesting panicsaying",145626605,126,621,22,2111,0,0
"12224",12223,819175626917707776,"Wed Jan 11 13:34:23 +0000 2017","hes well versed on nazi germany",145626605,126,621,22,2111,0,0
"12225",12224,819175036082909184,"Wed Jan 11 13:32:02 +0000 2017","amazing all those denying new trumprussia paperspreibusa mitchell morning joe are showing panic",145626605,126,621,22,2111,0,0
"12226",12225,819173680395784192,"Wed Jan 11 13:26:39 +0000 2017","oh boy mikas andrea panic responses telling based on their statements and reaction lookssmells like t",145626605,126,621,22,2111,0,0
"12227",12226,819171841902309376,"Wed Jan 11 13:19:21 +0000 2017","hey andrea you and mika have stated with panictoo many time not verified did",145626605,126,621,22,2111,0,0
"12228",12227,819170188897751040,"Wed Jan 11 13:12:47 +0000 2017","roy blunt loses his senate status in switchboard switchup",145626605,126,621,22,2111,0,0
